Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collection URL (product.metafields.custom.collection_url),enable_best_price (product.metafields.custom.enable_best_price),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / United States,Price / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Video Src,Video Name,Variants,Battery Option Value,Battery Price
spider-man-rc-helicopter,,,,,,,,,AA Batteries 8Pack,,,,,ZX-34878-B,4.99,shopify,10,deny,manual,66.55,99.99,True,True,,,,,,,,,,,,,,,,,,,,,,,,lb,,70.05,,,,,,,,,,https://www.youtube.com/embed/MYhXqmJdovI?rel=0,,"{'id': 39326775836775, 'title': 'Default Title', 'option1': 'AA Batteries 8Pack', 'option2': None, 'option3': None, 'sku': 'ZX-34878-B', 'requires_shipping': True, 'taxable': True, 'available': True, 'name': 'Spider-Man IR Remote Control Flying Figure', 'public_title': None, 'options': ['Default Title'], 'price': 7004.95, 'weight': 499, 'compare_at_price': 9999, 'inventory_management': 'shopify', 'barcode': '813023018781', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': None, 'featured_media': None}",AA Batteries 8Pack,9.95
baby-yoda-drone-toy,Baby Yoda Sculpted UFO,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_soon.png?v=1623431241"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_soon.png?v=1623431241"">With autopilot, durable metal construction, and easy-to-use controls, it’s an easy way to bring fun and excitement into your home - without damaging your walls and furniture! <strong>The USB charger </strong>lets you charge&nbsp;them in the car, at home, and on the go, so your kids are never bored.</p>
<p>Watch as it flies over your hand for hand-eye coordination and motor skills! <strong>Baby Yoda is&nbsp;easy to fly and has no complicated controls</strong>, is made of&nbsp;lightweight metal is&nbsp;durable and safe and&nbsp;automatically avoids walls, pets and other objects with advanced&nbsp;Infrared Autopilot.</p>
<p><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/cL15zHk92BI?redl=0"" height=""315"" width=""560"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe><br></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/baby_yoda_toy_of_the_year.png?v=1623167702"" alt="""" data-mce-fragment=""1"" padding=""0px"" margins=""0px"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/baby_yoda_toy_of_the_year.png?v=1623167702""></p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_icon_73bbc753-8a23-4863-8312-9e98823ace9d.png?v=1623431319""></p>
<p>&nbsp;</p>
                      </div></div>
            </div>",Hobbytron,Home > All > Baby Yoda Sculpted UFO,,"lowinventory, star, star wars, starwars, wars",True,,,,,,,ZX-36677,1.81,shopify,10,deny,manual,18.95,30,True,True,,https://hobbytron.com/cdn/shop/files/babyyoda_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,https://www.youtube.com/embed/cL15zHk92BI?redl=0,,"{'id': 32952195842151, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-36677', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Baby Yoda Sculpted UFO', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 181, 'compare_at_price': 3000, 'inventory_management': 'shopify', 'barcode': '813023016770', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/babyyodaHeliBall_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/baby_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/R2-D2HeliBallv_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/04_47a27247-177d-451d-a82c-d2a5ebede594_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/05_7bf90852-8635-460f-a0d7-ef6c0d32715e_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/02_ebea0f7b-7872-4345-8ae6-d8e3bac42af1_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/06_6a7a4424-8b90-4d6f-bc68-06a817c0d8b9_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baby-yoda-drone-toy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/03_35914182-e6f8-4158-9d1b-bdb95f4d5cd2_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sonic-rc-helicopter,Sonic RC Flying Figure,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Check out this awesome SEGA Licensed Sonic Boom Jetpack 2CH IR RC Flying Figure. Officially licensed by SEGA, this Sonic jetpack&nbsp;flying figure&nbsp;is equipped with an infrared transmitter which houses the charging cable for the helicopter so you're always ready to go. Everyone's favorite hedgehog moves at the speed of sound and now you can fly this Sonic helicopter in the comfort of your home. So hurry and get your SEGA Licensed Sonic Boom Jetpack 2CH IR RC&nbsp;Flying Figure before he gets away!</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/pT0WU9ijqwM?rel=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>
<p><strong>Features:</strong></p>
<ul>
<li>Officially Licensed by SEGA</li>
<li>Twin Rotors for Stability and Control</li>
<li>Infrared Transmitter</li>
<li>Charger Located in Transmitter</li>
<li>Ready To Fly</li>
<li>For kids 8 and up</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>SEGA Licensed Sonic Boom Jetpack 2CH IR RC&nbsp;Flying Figure</li>
<li>IR Transmitter</li>
<li>Charging Cable</li>
<li>Spare Propeller Blades</li>
<li>Instruction Manual</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Height: 8.25 Inches</li>
<li>Wingspan: 8 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: Internal LiPo Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 6<meta charset=""UTF-8""> <span data-mce-fragment=""1""> AA Batteries</span> <strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Sonic RC Flying Figure,,"lowinventory, sonic toys",True,Battery,None,,,,,ZX-34867,4.54,shopify,10,deny,manual,94.95,140,True,True,,https://hobbytron.com/cdn/shop/files/sonic_651922be-0d6a-4aa9-b257-0e65a0e94390_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,99.95,True,True,,,,,,,active,https://www.youtube.com/embed/pT0WU9ijqwM?rel=0,,"{'id': 39326774296679, 'title': 'Default Title', 'option1': 'None', 'option2': None, 'option3': None, 'sku': 'ZX-34867', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Sonic RC Flying Figure', 'public_title': None, 'options': ['Default Title'], 'price': 9995, 'weight': 454, 'compare_at_price': 14000, 'inventory_management': 'shopify', 'barcode': '813023018675', 'requires_selling_plan': False, 'selling_plan_allocations': []}",AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/sonic_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-34867-2x_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/02_1b1fbad0-1c33-469d-b83e-ba3dea9a7e96_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/03_a68b001d-496c-4b58-8091-3efb2373b36e_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/04_4f57eaa3-90d9-4334-97e8-5827df3bf425_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/05_2cde92f1-f70d-4f80-9466-800d6b468363_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
sonic-rc-helicopter,,,,,,,,,AA Batteries 8Pack,,,,,ZX-34867-B,4.54,shopify,10,deny,manual,95.05,140,True,True,,,,,,,,,,,,,,,,,,,,,,,,lb,,100.05,,,,,,,,,,https://www.youtube.com/embed/pT0WU9ijqwM?rel=0,,"{'id': 39326774296679, 'title': 'Default Title', 'option1': 'AA Batteries 8Pack', 'option2': None, 'option3': None, 'sku': 'ZX-34867-B', 'requires_shipping': True, 'taxable': True, 'available': True, 'name': 'Sonic RC Flying Figure', 'public_title': None, 'options': ['Default Title'], 'price': 10004.95, 'weight': 454, 'compare_at_price': 14000, 'inventory_management': 'shopify', 'barcode': '813023018675', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': None, 'featured_media': None}",AA Batteries 8Pack,9.95
flying-spider-man,Spider-Man Big Head UFO,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/Artboard_2_copy_7.png?v=1623343849"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/Artboard_2_copy_7.png?v=1623343849"" margin=""0px"" padding=""0px"" data-mce-fragment=""1"">Introducing the Marvel Licensed Spider-Man 3.5 Inch Flying Figure IR UFO Big Head Helicopter! Save New York City with the friendly neighborhood Spider-Man big head helicopter featuring a coaxial rotor system for precise movement and increased stability when hovering. The UFO Big Head Helicopters body is also constructed with a durable material making it strong yet lightweight so you don't have to worry about breaking anything when it lands a bit too rough. Simply turn on and launch to get started, holding your hand underneath it will keep it hovering up in the air. When done flying you can try and grab it but you can also use the included remote control to shut down and recover safely, it's that easy! A must have for fans of helicopters, get the Marvel Licensed Spider-Man 3.5 Inch Flying Figure IR UFO Big Head Helicopter today!</p>
<p><iframe class=""ui-droppable"" title=""YouTube video player"" src=""https://www.youtube.com/embed/mKlqHvCkiDo?rel=0"" height=""315"" width=""560"" allowfullscreen="""" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" frameborder=""0""></iframe></p>
<p><strong>Features:</strong></p>
<ul>
<li>Marvel Licensed</li>
<li>Electric Powered</li>
<li>Durable Constructed Material</li>
<li>Easy to Fly</li>
<li>Master Hand / Eye Coordination</li>
<li>Advanced Infrared Hover Sensor Technology</li>
<li>Battery Charges with USB Charger</li>
<li>
<p class=""p1"">For kids ages 6 and up</p>
</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Marvel Licensed Spider-Man 3.5 Inch Flying Figure IR UFO Big Head Helicopter</li>
<li>Remote Control</li>
<li>USB Charger</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/products/06_61efaaed-d779-468d-8339-981d1ab7b057_1000x.png?v=1620856646""></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/Screen_Shot_2021-06-10_at_1.33.55_PM.png?v=1623342901"" alt="""" margin=""0px"" padding=""0px""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/sm_icons.png?v=1623342006"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/sm_icons.png?v=1623342006"" data-mce-fragment=""1""></p>
                      </div></div>
            </div>",Hobbytron,Home > All > Spider-Man Big Head UFO,,"big head, lowinventory, spiderman",True,,,,,,,ZX-33245,2.72,shopify,10,deny,manual,14.2,35,True,True,,https://hobbytron.com/cdn/shop/files/sspiderman_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,14.95,True,True,,,,,,,active,https://www.youtube.com/embed/mKlqHvCkiDo?rel=0,,"{'id': 33043963740263, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33245', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Spider-Man Big Head UFO', 'public_title': None, 'options': ['Default Title'], 'price': 1495, 'weight': 272, 'compare_at_price': 3500, 'inventory_management': 'shopify', 'barcode': '813023012451', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/spider1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33245-2_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33245-6_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33245-5_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33245-High-Resolution-Image-4_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33245-4_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flying-spider-man,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/hqdefault_50d0af1d-c82b-4548-849a-c1a88d00fdbc_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mystery-toy,Mystery Gift,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <meta charset=""utf-8"">
<p data-mce-fragment=""1"">&nbsp;</p>
<p data-mce-fragment=""1"">We won't ruin a good surprise.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Receive a&nbsp;toy worth up to $75 or more.</span></li>
<li data-mce-fragment=""1"">Shhh... it could be something that we don't sell on our website.</li>
<li data-mce-fragment=""1"">Find out when you open your order!</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Mystery Gift,,,True,,,,,,,ZX-MSY,0,shopify,10,deny,manual,14.2,,True,True,,https://hobbytron.com/cdn/shop/products/christmas-gift_112216_1024x.png,,,,,,,,,,New,,,,,,,,True,,,,lb,,14.95,True,True,,,,,,,active,,,"{'id': 43984178282807, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-MSY', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Mystery Gift', 'public_title': None, 'options': ['Default Title'], 'price': 1495, 'weight': 0, 'compare_at_price': None, 'inventory_management': None, 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
