Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collection URL (product.metafields.custom.collection_url),enable_best_price (product.metafields.custom.enable_best_price),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / United States,Price / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Video Src,Video Name,Variants,Battery Option Value,Battery Price
phantom-runner-rtr-electric-rc-stunt-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/02_87a7f985-2eff-4c9a-911b-4d6a1bf5f6ca_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
phantom-runner-rtr-electric-rc-stunt-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/0k1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
phantom-runner-rtr-electric-rc-stunt-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/06_1b81837b-e87c-4a32-b79a-c2b20016cc20_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
phantom-runner-rtr-electric-rc-stunt-car,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/03_a0cf69a4-7815-49a8-98f2-a7ac551581b3_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
phantom-runner-rtr-electric-rc-stunt-car,,,,,,,,,AA Batteries 8Pack,,,,,ZX-35162-B,6.35,shopify,10,deny,manual,23.8,45,True,True,,,,,,,,,,,,,,,,,,,,,,,,lb,,25.05,,,,,,,,,,https://www.youtube.com/embed/trCftNjbcXg?rel=0,,"{'id': 39409553145959, 'title': 'Default Title', 'option1': 'AA Batteries 8Pack', 'option2': None, 'option3': None, 'sku': 'ZX-35162-B', 'requires_shipping': True, 'taxable': True, 'available': True, 'name': 'Phantom Runner RTR Electric RC Stunt Car', 'public_title': None, 'options': ['Default Title'], 'price': 2504.95, 'weight': 635, 'compare_at_price': 4500, 'inventory_management': 'shopify', 'barcode': '00813023021620', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': None, 'featured_media': None}",AA Batteries 8Pack,9.95
spider-man-flying-figure-baby-yoda-big-head-bundle,Spider-Man Flying Figure & Baby Yoda Big Head Bundle,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <img data-mce-fragment=""1"" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_man_flying_figure.png?v=1623448880"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_man_flying_figure.png?v=1623448880"">
<p>Put a stop to The Sinister 6 with our brand new Marvel's Spider-Man Jetpack 2CH IR RC Helicopter! Villains are no match for Spidey when he straps on his jetpack. Twin Rotors and a Stabilizer Bar make this awesome helicopter ton of fun and easy to fly even for beginners! With 3 different superhero action phrases and LED jetpack lights, it's more fun than ever to put a stop to crime!</p>
<p><iframe class=""ui-droppable"" width=""560"" height=""315"" src=""https://www.youtube.com/embed/MYhXqmJdovI?rel=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>
<p><strong>Features:</strong></p>
<ul>
<li>Marvel Licensed</li>
<li>Electric Powered</li>
<li>3 Variant Heroic Action Phrases</li>
<li>Twin Rotors for Stability and Control</li>
<li>Jetpack LED Lights</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Ultimate Spider-Man Vs The Sinister 6 Jetpack 2CH IR RC Helicopter</li>
<li>IR Transmitter</li>
<li>USB Charging Cable</li>
<li>Spare Rotor Blades</li>
<li>Internal Rechargeable Battery</li>
<li>Instruction Manual</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/products/03_a285fc1c-01ae-43ed-b482-d61f3ecc29b6_1000x.png?v=1622668203""></p>
<p><strong>Specifications:</strong></p>
<ul>
<li>Flight Time: 5 to 7 minutes (approx.)</li>
<li>Flight Altitude: 32 ft.</li>
<li>Flight Distance: 26-32 ft.</li>
<li>Charging Time: 15-30&nbsp;minutes</li>
<li>Length: 4.5 inches</li>
<li>Width: 3 inches</li>
<li>Height: 8.25 inches</li>
<li>Age: 8+</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 220mAh Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Charger: USB Charger Cable <strong>(Included)</strong>
</li>
<li>Transmitter: 6 AA Batteries<strong>&nbsp;(Not Included)</strong>
</li>
</ul>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_rotor.png?v=1623449661""></p>
<p><img data-mce-fragment=""1"" alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_soon.png?v=1623431241"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_soon.png?v=1623431241"">With autopilot, durable metal construction, and easy-to-use controls, it’s an easy way to bring fun and excitement into your home - without damaging your walls and furniture! <strong>The USB charger </strong>lets you charge&nbsp;them in the car, at home, and on the go, so your kids are never bored.</p>
<p>Watch as it flies over your hand for hand-eye coordination and motor skills! <strong>Baby Yoda is&nbsp;easy to fly and has no complicated controls</strong>, is made of&nbsp;lightweight metal is&nbsp;durable and safe and&nbsp;automatically avoids walls, pets and other objects with advanced&nbsp;Infrared Autopilot.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/cL15zHk92BI?redl=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe><br></p>
<p><img data-mce-fragment=""1"" alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/baby_yoda_toy_of_the_year.png?v=1623167702"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/baby_yoda_toy_of_the_year.png?v=1623167702"" margins=""0px"" padding=""0px""></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/starwars_icon_73bbc753-8a23-4863-8312-9e98823ace9d.png?v=1623431319"" alt=""""></p>
<p>&nbsp;</p>
                      </div></div>
            </div>",Hobbytron,Home > All > Spider-Man Flying Figure & Baby Yoda ...,,,True,,,,,,,ZX-34878-36677,9.07,shopify,10,deny,manual,71.2,109.99,True,True,,https://hobbytron.com/cdn/shop/products/BABY-YODA-BIG-HEAD-AND-SPIDER-MAN-FF-MAIN-PIC-v1_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,74.95,True,True,,,,,,,active,"https://www.youtube.com/embed/MYhXqmJdovI?rel=0,https://www.youtube.com/embed/cL15zHk92BI?redl=0",,"{'id': 44129872675127, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-34878-36677', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Spider-Man Flying Figure & Baby Yoda Big Head Bundle', 'public_title': None, 'options': ['Default Title'], 'price': 7495, 'weight': 907, 'compare_at_price': 10999, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
spider-man-flying-figure-baby-yoda-big-head-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/BABY-YODA-BIG-HEAD-AND-SPIDER-MAN-BEAUTY-PIC-v1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spider-man-flying-figure-baby-yoda-big-head-bundle,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/BABY-YODA-BIG-HEAD-AND-SPIDER-MAN-FF-WHATS-IN-BOX-v1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyper-tube,Hyper Tube (65 Piece),"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>The Future of racing is here with this Trendtimes Hyper Tube 65 Piece Lightning Fast Tube Racing Playset. This amazing tube track is a versatile speedway with the ability to interchange the tubes to have multiple track layouts. You get up to 62 track pieces, the hyper tube race car, the transmitter to control the race car, and the USB charging cable that charges the race car. Set up the tube track however you'd like and just pop in 2 AA batteries for the transmitter and you're ready to race. Hurry and get the Trendtimes Hyper Tube 65 Piece Lightning Fast Tube Racing Playset today!</p>
<p><video src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/Hobbytron_website_Hyper_Tube-High-32k.mov?v=1639076731"" width=""100%"" playsinline="""" loop=""loop"" muted="""" autoplay=""autoplay""></video></p>
<p><strong>Features:</strong></p>
<ul>
<li>Create Your Own Hyper Tube Track</li>
<li>Multiple Track Layouts</li>
<li>65 Piece Set</li>
<li>Durable Construction</li>
<li>Transmitter Included</li>
<li>USB Charging Cable Included</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes Hyper Tube 65 Piece Lightning Fast Tube Racing Playset</li>
<li>62 Piece Track Set</li>
<li>Hyper Tube Race Car</li>
<li>Transmitter</li>
<li>USB Charging Cable</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: In-Vehicle Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 2<meta charset=""UTF-8""> <span data-mce-fragment=""1""> AA Batteries</span> <strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Hyper Tube (65 Piece),,cars&tracks,True,,,,,,,ZX-35515,12.25,shopify,10,deny,manual,28.45,50,True,True,,https://hobbytron.com/cdn/shop/products/01copy_035ab99a-3bf2-4be7-af6c-3898c0c9d7fc_1024x.png,,,,,,,,,,New,,,,,,,,True,,,,lb,,29.95,True,True,,,,,,,active,,,"{'id': 33044988493927, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-35515', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Hyper Tube (65 Piece)', 'public_title': None, 'options': ['Default Title'], 'price': 2995, 'weight': 1225, 'compare_at_price': 5000, 'inventory_management': 'shopify', 'barcode': '813023015155', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
hyper-tube,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/03_0af414e5-8a75-446f-8b2a-20050e22af96_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyper-tube,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/05_ef2a7e45-7f23-4e19-a895-fcb41dceb312_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyper-tube,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/04_24204477-bf2c-460a-acf7-c7476b69f6bd_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyper-tube,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/02_fe5a6228-64f6-4a89-8e1d-2650a9249a82_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen-heli-balls-3-pack,Frozen® Heli Ball 3-Pack Bundle,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/frozen_soon.png?v=1623440850"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/frozen_soon.png?v=1623440850""> <meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing the Disney Licensed Frozen II Sensing IR UFO Helicopters! Featuring a coaxial rotor system for precise movement and increased stability when hovering. The UFO Helicopter body is also constructed with a durable material making it strong yet lightweight so you don't have to worry about breaking anything when it lands a bit too rough. Simply turn on and launch to get started, holding your hand underneath it will keep it hovering up in the air. When you're done flying try and grab it carefully and switch off the power! A must have for fans of helicopters, get the Disney Licensed Frozen II Motion Sensing IR UFO Helicopter today!</span></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/_nbCcAw1TKk?rel=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>
<p><strong>Features:</strong></p>
<ul>
<li>Disney Licensed</li>
<li>Electric Powered</li>
<li>Durable Constructed Material&nbsp;</li>
<li>Easy to Fly</li>
<li>Master Hand / Eye Coordination</li>
<li>Advanced Infrared Hover Sensor Technology</li>
<li>Battery Charges with USB Charger</li>
<li>
<p class=""p1"">For kids ages 6 and up</p>
</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Disney Licensed Frozen II Anna, Olaf and Elsa Motion Sensing IR UFO Helicopter</li>
<li>3 USB Chargers</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/disney_icon_7182dfd5-782e-43cb-9bdf-57b8d6e41254.png?v=1623440866"" alt=""""></p>
<p>&nbsp;</p>
                      </div></div>
            </div>",Hobbytron,Home > All > Frozen® Heli Ball 3-Pack Bundle,,,True,,,,,,,ZX-35545-35546-35547,0,shopify,10,deny,manual,28.45,60,True,True,,https://hobbytron.com/cdn/shop/products/01_8f1ed874-9646-4355-886b-cfbfcf8c3dbc_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,29.95,True,True,,,,,,,active,https://www.youtube.com/embed/_nbCcAw1TKk?rel=0,,"{'id': 39558657802343, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-35545-35546-35547', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Frozen® Heli Ball 3-Pack Bundle', 'public_title': None, 'options': ['Default Title'], 'price': 2995, 'weight': 0, 'compare_at_price': 6000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
ford-mustang-battle-pursuit-rc-cars-double-pack,Ford Mustang Battle Pursuit RC Cars Double Pack [1:20],"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_soon.png?v=1623425331"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_soon.png?v=1623425331"">Have your friends over to play high speed pursuit with this Trendtimes Ford Mustang 2.4GHz 1:20 Battle Pursuit RC Flip Action Cars. Created by Trendtimes, and officially licensed by Ford, these Mustangs have rubber tires that make it perfect for having good grip to the ground. You can set up races or car chases with your friends and family to see who'll win and escape from the police car. It also features a detailed paint job, lights, sound effects, car flipping action and a full function radio control which will let you race through any path with ease! All you need to get started is 3 AA batteries for each car, and 2 AA batteries for each transmitter. So what are you waiting for? Get the Trendtimes Ford Mustang 2.4GHz 1:20 Battle Pursuit RC Flip Action Cars and have a blast today!<br>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered RC</li>
<li>2.4GHz Transmitters</li>
<li>Ready To Run with No Assembly Required</li>
<li>Officially Licensed Ford Mustang 1:20 Scale Replica</li>
<li>Flip Action Cars</li>
<li>Full Function Radio Control</li>
<li>Extreme Design and Detail</li>
<li>Rubber Tires</li>
<li>Durable Body</li>
<li>High Gloss Finish</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes Ford Mustang 2.4GHz 1:20 Battle Pursuit RC Flip Action Cars</li>
<li>2 2.4GHz Radio Transmitter</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 9 Inches</li>
<li>Width: 4 Inches</li>
<li>Height: 3 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: <a>3 AA Batteries</a> for each Vehicle <strong>(Not Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries for each Transmitter <strong>(Not Included)</strong>
</li>
</ul>
<p><strong><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/ford_icons.png?v=1623425347""></strong></p>
                      </div></div>
            </div>",Hobbytron,Home > All > Ford Mustang Battle Pursuit RC Cars D...,,,True,Battery,None,,,,,ZX-33041,10.43,shopify,0,deny,manual,47.45,75,True,True,,https://hobbytron.com/cdn/shop/products/ZX-33041-High-Resolution-Image-1_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,49.95,True,True,,,,,,,active,,,"{'id': 39346244190311, 'title': 'Default Title', 'option1': 'None', 'option2': None, 'option3': None, 'sku': 'ZX-33041', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'Ford Mustang Battle Pursuit RC Cars Double Pack [1:20]', 'public_title': None, 'options': ['Default Title'], 'price': 4995, 'weight': 1043, 'compare_at_price': 7500, 'inventory_management': 'shopify', 'barcode': '813023010419', 'requires_selling_plan': False, 'selling_plan_allocations': []}",AA Batteries 8Pack,9.95
ford-mustang-battle-pursuit-rc-cars-double-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/PursuitCAR_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
ford-mustang-battle-pursuit-rc-cars-double-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33041-High-Resolution-Image-2_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
ford-mustang-battle-pursuit-rc-cars-double-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33041-High-Resolution-Image-3_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
ford-mustang-battle-pursuit-rc-cars-double-pack,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-33041-High-Resolution-Image-5_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 8Pack,9.95
ford-mustang-battle-pursuit-rc-cars-double-pack,,,,,,,,,AA Batteries 8Pack,,,,,ZX-33041-B,10.43,shopify,0,deny,manual,47.55,75,True,True,,,,,,,,,,,,,,,,,,,,,,,,lb,,50.05,,,,,,,,,,,,"{'id': 39346244190311, 'title': 'Default Title', 'option1': 'AA Batteries 8Pack', 'option2': None, 'option3': None, 'sku': 'ZX-33041-B', 'requires_shipping': True, 'taxable': True, 'available': False, 'name': 'Ford Mustang Battle Pursuit RC Cars Double Pack [1:20]', 'public_title': None, 'options': ['Default Title'], 'price': 5004.95, 'weight': 1043, 'compare_at_price': 7500, 'inventory_management': 'shopify', 'barcode': '813023010419', 'requires_selling_plan': False, 'selling_plan_allocations': [], 'featured_image': None, 'featured_media': None}",AA Batteries 8Pack,9.95
rex-nano-hercules-ir-unbreakable-helicopters-bundle,REX & Nano Hercules IR Unbreakable Helicopters Bundle,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Fly safe and secure with the REX Hercules UNBREAKABLE 2CH RTF IR RC Helicopter and the Nano Hercules Unbreakable 3.5CH RTF IR RC Helicopter! These awesome RC helicopters feature full-function two-channel IR control. Most RC helicopters are really fragile and break at even the smallest crash. Not this bad boy! It can take over 200 pounds of force. You can even step on it!&nbsp;Bundled together gives the best flight experience.</p>
<p align=""center""><iframe width=""560"" height=""315"" src=""//www.youtube.com/embed/npkwy6czc0Q?rel=0"" id=""product_review"" class=""ui-droppable"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<p align=""center""><iframe id=""product_review"" src=""https://www.youtube.com/embed/-miPEoqGUts?rel=0"" height=""315"" width=""560"" class=""ui-droppable"" allowfullscreen="""" frameborder=""0""></iframe></p>
<p><strong>Bundle Includes:</strong></p>
<ul>
<li>Rex Hercules UNBREAKABLE 2CH RTF IR RC Helicopter</li>
<li>GYRO Nano Hercules 3.5CH Electric RTF RC Helicopter</li>
<li>2 x Transmitter</li>
<li>2 x Spare Blades</li>
</ul>
<p><strong>REX Hercules Helicopter Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>2 Channel IR Control</li>
<li>Super Tough Plastic And Polymer Body</li>
<li>Unbreakable</li>
<li>Ready To Fly</li>
</ul>
<p><b>Nano Hercules Features:</b></p>
<ul>
<li>Electric Powered</li>
<li>Super Strong Polymer Body</li>
<li>Can Take Up To 200 Pounds Of Force</li>
<li>LED Lights</li>
<li>3.5 Channel Radio Control</li>
<li>Built In Gyroscope For Maximum Stability</li>
<li>Integrated Charging Cable On Transmitter</li>
<li>Coaxial Rotor</li>
<li>Single Rear Rotor</li>
<li>Easy To Fly</li>
<li>100% Ready To Fly</li>
</ul>
<ul></ul>
<p><strong>REX Helicopter Dimensions:</strong></p>
<ul>
<li>Length: 9 Inches</li>
<li>Width: 2 Inches</li>
<li>Height: 4.5 Inches</li>
</ul>
<p><strong>Nano Helicopter Dimensions:</strong></p>
<ul>
<li>Length: 9.5 Inches</li>
<li>Height: 5 Inches</li>
<li>Rotor Diameter: 7 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: Internal Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 6<meta charset=""UTF-8""> <span data-mce-fragment=""1""> AA Batteries</span> <strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > REX & Nano Hercules IR Unbreakable He...,,"flying, newin",True,,,,,,,ZX-35041-35939,30,shopify,10,deny,manual,56.95,100,True,True,,https://hobbytron.com/cdn/shop/products/NANO-HERC-AND-REX-HERC-FEATURES-PIC-v1_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,59.95,True,True,,,,,,,active,"//www.youtube.com/embed/npkwy6czc0Q?rel=0,https://www.youtube.com/embed/-miPEoqGUts?rel=0",,"{'id': 44120938709303, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-35041-35939', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'REX & Nano Hercules IR Unbreakable Helicopters Bundle', 'public_title': None, 'options': ['Default Title'], 'price': 5995, 'weight': 3000, 'compare_at_price': 10000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
spider-man-bundle-2-pack,Spider-Man Bundle - 2 pack,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_man_flying_figure.png?v=1623448880"" data-mce-src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_man_flying_figure.png?v=1623448880"" data-mce-fragment=""1"">Put a stop to The Sinister 6 with the brand new Marvel Licensed Trendtimes Ultimate Spider-Man Bundle! Villains are no match for Spidey when he straps on his jetpack. Twin Rotors and a Stabilizer Bar make this awesome helicopter tons of fun and easy to fly even for beginners! Flying Figure comes with 3 Different Superhero Action phrases and LED Jetpack Lights, it's funner than ever to put a stop to crime! Get your Marvel Licensed Ultimate Spider-Man Vs The Sinister 6&nbsp;Bundle today!</p>
<p><video autoplay=""autoplay"" muted="""" loop=""loop"" playsinline="""" width=""100%"" src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_flying_figure-Medium-64k.mov?v=1636460303""></video></p>
<p><strong>Features:</strong></p>
<ul>
<li>Marvel Licensed</li>
<li>Electric Powered</li>
<li>Features 3 Variant Heroic Action Phrases</li>
<li>Twin Rotors for Stability and Control</li>
<li>Jetpack LED Lights</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Marvel Licensed Ultimate Spider-Man Vs The Sinister 6 Jetpack 2CH IR RC Helicopter</li>
<li>IR Transmitter</li>
<li>USB Charging Cable</li>
<li>Spare Rotor Blades</li>
<li>Internal Rechargeable Battery</li>
<li>Instruction Manual</li>
<li>Marvel Licensed Spider-Man 3.5 Inch Flying Figure IR UFO Big Head Helicopter</li>
<li>Remote Control</li>
<li>USB Charger</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Flight Time: 5-7 Minutes</li>
<li>Flight Altitude: 32 ft.</li>
<li>Flight Distance: 26-32 ft.</li>
<li>Charging Time: 15-30 Minutes</li>
<li>Length: 4.5 Inches</li>
<li>Width: 3 Inches</li>
<li>Height: 8.25 Inches</li>
<li>For kids 8 and up</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 220mAh Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 6<meta charset=""UTF-8""> <span data-mce-fragment=""1""> AA Batteries</span>&nbsp;<strong>(Not Included)</strong>
</li>
<li>Charger: USB Charger Cable <strong>(Included)</strong>
</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0282/3300/7207/files/spider_rotor.png?v=1623449661"" alt=""""></p>
                      </div></div>
            </div>",Hobbytron,Home > All > Spider-Man Bundle - 2 pack,,,True,,,,,,,ZX-33245-34878,0,shopify,10,deny,manual,75.95,129.99,True,True,,https://hobbytron.com/cdn/shop/products/01_cef54020-ba87-401b-a7b0-7df05bdbfe28_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,79.95,True,True,,,,,,,active,,,"{'id': 39558786023527, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33245-34878', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Spider-Man Bundle - 2 pack', 'public_title': None, 'options': ['Default Title'], 'price': 7995, 'weight': 0, 'compare_at_price': 12999, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
