Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collection URL (product.metafields.custom.collection_url),enable_best_price (product.metafields.custom.enable_best_price),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / United States,Price / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Video Src,Video Name,Variants,Battery Option Value,Battery Price
licensed-ferrari-f430-challenge-1-24-electric-rtr-rc-race-ca,Licensed Ferrari F430 Challenge 1:24 Electric RTR RC Race Ca,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>If you're sick and tired of all these cheap RC cars then you need to get yourself the Licensed Ferrari F430 Challenge RTR Electric RC Car. The Ferrari F430 Challenge is the faster and lighter racing version of the F430. This high quality officially licensed RC is on another level compared to other RCs. Featuring a detailed paint job and authentic decals the Ferrari 430 Challenge is a beauty. The working head lights, tail lights, front and rear suspension, rubber tires and detailed interior make this car one of the most authentic RCs ever created. The full function radio control will let you steer the car in any direction so you'll be zipping around corners in no time. So what are you waiting for? Get yours today and tear up the streets!</p><p><b>Features:</b></p><ul> <li>Officially Licensed</li> <li>Electric Powered</li> <li>Ready To Run</li> <li>Full Function Control</li> <li>Detailed Paint Job</li> <li>Detailed Interior</li> <li>Authentic Badges</li> <li>Rubber Tires</li> <li>Working Headlights</li> <li>Working Tail Lights</li> <li>Working Front And Rear Suspension</li>
</ul><p><b>Includes:</b></p><ul> <li>Licensed Ferrari F430 Challenge 1:24 RTR Electric RC Car</li> <li>Transmitter</li> <li>4 AA Batteries</li> <li>9V Battery</li>
</ul><p><b>Specifications:</b></p><ul> <li>Length: 7.5 Inches</li> <li>Width: 3.5 Inches</li> <li>Height: 2 Inches</li> </ul><p><b>Battery Requirements:</b></p><ul> <li>Vehicle: 4 AA Batteries (Included)</li> <li>Transmitter: 9V Battery (Included)</li> </ul>

                      </div></div>
            </div>",Hobbytron,Home > All > Licensed Ferrari F430 Challenge 1:24 ...,,,True,,,,,,,ZX-XQ075-AA,0.01,shopify,0,deny,manual,18.95,35,True,True,,https://hobbytron.com/cdn/shop/products/ZX-XQ075-AA-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,,,"{'id': 44044664045879, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-XQ075-AA', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'Licensed Ferrari F430 Challenge 1:24 Electric RTR RC Race Ca', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 1, 'compare_at_price': 3500, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
heavy-duty-dump-truck-1-20-rtr-electric-rc-construction-vehi,Heavy Duty Dump Truck 1:20 RTR Electric RC Construction Car,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Gather material and transport it with the Heavy-Duty Dump Truck 1:20 RTR Electric RC Construction Vehicle. This replica RC is built with a functional dump body. Built with 4WD, the treaded rubber tires will get you through the job site with ease. With simulated vehicle sounds, and a detailed construction you have everything you need to get the job done. Get the Heavy-Duty Dump Truck 1:20 RTR Electric RC Construction Vehicle today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>Full-Function Control</li>
<li>Working Dump Body</li>
<li>Simulated Vehicle Sounds</li>
<li>4WD, Treaded Rubber Tires</li>
<li>Ready-To-Run</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Heavy-Duty Dump Truck 1:20 RTR Electric RC Construction Vehicle</li>
<li>27MHz Transmitter</li>
<li>4.8V 400mAh NiMH Rechargeable Battery</li>
<li>Wall Charger</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 14 Inches</li>
<li>Width: 7 Inches</li>
<li>Height: 5.4 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 4.8V 400mAh NiMH Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Charger: Wall Charger <strong>(Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Heavy Duty Dump Truck 1:20 RTR Electr...,,,True,,,,,,,CIS-E520-003,0.01,shopify,0,deny,manual,47.45,,True,True,,https://hobbytron.com/cdn/shop/products/111_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,49.95,True,True,,,,,,,active,,,"{'id': 44044663652663, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'CIS-E520-003', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'Heavy Duty Dump Truck 1:20 RTR Electric RC Construction Car', 'public_title': None, 'options': ['Default Title'], 'price': 4995, 'weight': 1, 'compare_at_price': None, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
heavy-duty-dump-truck-1-20-rtr-electric-rc-construction-vehi,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/Ha3023224ac1848fa807ec491c18a6bd7j_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-duty-dump-truck-1-20-rtr-electric-rc-construction-vehi,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/Ha1c3be4ce1fd4f50beff2939a60bba46Z_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-duty-dump-truck-1-20-rtr-electric-rc-construction-vehi,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/212_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-duty-dump-truck-1-20-rtr-electric-rc-construction-vehi,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/Untitleddesign_1_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-machine-tracked-mini-dump-truck-electric-rtr-rc-constr,Heavy Machine Tracked Mini Dump Truck Electric RTR RC Constr,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Build a little adventure of your own with a new Remote Control Dump Truck. Built for hauling, this beefy truck features a full function remote control and a real dumping bed.</p>
<p><b>Features:</b></p>
<ul>
<li>Full function radio control</li>
<li>Detailed paint</li>
<li>Tank Tracks</li>
</ul>
<p><b>Includes:</b></p>
<ul>
<li>RC Dump Truck</li>
<li>RC Controller</li>
</ul>
<p><b>Specifications:</b></p>
<ul>
<li>Length: 6 Inches</li>
<li>Width: 3.5 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries <strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Heavy Machine Tracked Mini Dump Truck...,,,True,,,,,,,ZX-7103,0.01,shopify,10,deny,manual,18.95,40,True,True,,https://hobbytron.com/cdn/shop/products/ZX-7103-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,,,"{'id': 44044662767927, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-7103', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Heavy Machine Tracked Mini Dump Truck Electric RTR RC Constr', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 1, 'compare_at_price': 4000, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
big-wheeler-cross-country-hero-1-12-rtr-rc-buggy,Big Wheeler Cross Country Hero 1:12 RTR RC Buggy Truck,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Rule the land with the Big Wheeler Cross-Country Hero 1:12 RTR RC Buggy! Featuring full function radio control and working front and rear suspension, this buggy is able to drive over terrain most RCs can't. But don't think this RC is only good for off roading because this bad boy is quick on and off the road. The tough off-road style rubber tires ensure you won't lose grip in even the toughest terrain. Everything you need to get this awesome buggy running is included right out the box! A must have for off-roading fanatics, get the Big Wheeler Cross-Country Hero 1:12 RTR RC Buggy today and have a blast!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Full Function Control</li>
<li>Off Road Style Rubber Tires</li>
<li>Front and Rear Suspension</li>
<li>Front Bumper</li>
<li>1:12 Scale</li>
<li>Ready To Run</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Big Wheeler Cross-Country Hero 1:12 RTR RC Buggy</li>
<li>Full Function Transmitter</li>
<li>Wall Charger</li>
<li>6V 500mAh NiCd Rechargeable Battery</li>
<li>2 AA Batteries</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Charging Time: 6 Hours</li>
<li>Length: 12 Inches</li>
<li>Width: 8 Inches</li>
<li>Height: 5 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 6V 500mAh NiCd Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries <strong>(Included)</strong>
</li>
<li>Charger: Wall Charger <strong>(Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Big Wheeler Cross Country Hero 1:12 R...,,,True,,,,,,,ZX-566-113,9.07,shopify,10,deny,manual,28.45,49.95,True,True,,https://hobbytron.com/cdn/shop/products/ZX-566-113-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,29.95,True,True,,,,,,,active,,,"{'id': 44044642681143, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-566-113', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Big Wheeler Cross Country Hero 1:12 RTR RC Buggy Truck', 'public_title': None, 'options': ['Default Title'], 'price': 2995, 'weight': 907, 'compare_at_price': 4995, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
x14-space-explorer-6-axis-2-4ghz-4-5ch-remote-control-rc-drone,X14 Space Explorer 6-Axis 2.4GHz 4.5CH Remote Control RC Drone,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Reach the skies with the X14 Space Explorer 6-Axis 2.4GHz 4.5CH RC Drone. The X18 flies like a dream and is fun for all skill levels! 3D Eversion Mode lets you pull off amazing stunts like loops, rolls, and flips with this awesome drone, and the internal gyro means your flights will always be smooth and easy. It has a 2.4GHz transmitter, so radio interference from other pilots won't be a problem! The Auto Return button brings your drone back to it's take-off point with one-click! Enjoy fun flying times with friends and with the X14 Space Explorer 6-Axis 2.4GHz 4.5CH RC Drone. </p><p><strong>Features:</strong></p><ul>  <li>360° Flight with 3D Eversion Technology</li>  <li>Indoor/Outdoor Flight Capability</li>  <li>6-Axis Gyro Stabilization System</li>  <li>2.4GHz Transmitter</li>  <li>One-Key Auto Return</li>
</ul><p><strong>Includes:</strong></p><ul>    <li>X14 Space Explorer 6-Axis 2.4GHz 4.5CH RC Drone</li>  <li>2.4GHz Transmitter</li>  <li>USB Charging Cable</li>  <li>3 Spare Rotor Blades</li>
</ul><p><strong>Specifications:</strong></p><ul>  <li>Flight Time: 5-7 Minutes</li>  <li>Charging Time: 60 Minutes</li>   <li>Operating Range: 100 Feet</li>  <li>Length: 7 Inches</li>  <li>Width: 7 Inches</li>  <li>Height: 1.5 Inches</li>
</ul><p><strong>Battery Requirements:</strong></p><ul>  <li>Vehicle: 3.7V Rechargeable Battery <strong>(Included)</strong>
</li>  <li>Transmitter: 4 AA Batteries <strong>(Not Included)</strong>
</li>  <li>Charger: USB Charger <strong>(Included)</strong>
</li>
</ul>

                      </div></div>
            </div>",Hobbytron,Home > All > X14 Space Explorer 6-Axis 2.4GHz 4.5C...,,,True,,,,,,,ZX-X14,10,shopify,10,deny,manual,28.45,49.99,True,True,,https://hobbytron.com/cdn/shop/products/ZX-X14_2_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,29.95,True,True,,,,,,,active,,,"{'id': 39553367605351, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-X14', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'X14 Space Explorer 6-Axis 2.4GHz 4.5CH Remote Control RC Drone', 'public_title': None, 'options': ['Default Title'], 'price': 2995, 'weight': 1000, 'compare_at_price': 4999, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
donald-duck-heli-ball,Donald Duck Heli Ball,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p class=""p1"">Introducing the Disney/Pixar Licensed Donald Duck Motion Sensing Helicopter!<span class=""Apple-converted-space"">&nbsp; </span>Featuring a coaxial rotor system for precise movement and increased stability when hovering. The Heli Ball’s body is also constructed with a durable material making it strong yet lightweight so you don't have to worry about breaking anything when it lands a bit too rough. Simply turn on and launch to get started, holding your hand underneath it will keep it hovering up in the air. When done flying you can try and grab it but you can also use any IR remote control to shut down and recover safely, it's that easy! A must have for fans of helicopters, get the Disney/Pixar Licensed Donald Duck Motion Sensing Helicopter today!</p>
                      </div></div>
            </div>",Hobbytron,Home > All > Donald Duck Heli Ball,,"heilbal, heilball, heillball, helibal, heliball, heliblall, helli, helliball",True,,,,,,,ZX-33416,1.36,shopify,10,deny,manual,9.45,20,True,True,,https://hobbytron.com/cdn/shop/products/ZX-34476-High-Resolution-Image-1_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,9.95,True,True,,,,,,,active,,,"{'id': 39470762852455, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33416', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Donald Duck Heli Ball', 'public_title': None, 'options': ['Default Title'], 'price': 995, 'weight': 136, 'compare_at_price': 2000, 'inventory_management': 'shopify', 'barcode': '813023014769', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
donald-duck-heli-ball,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/mdit_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donald-duck-heli-ball,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/ZX-34476-High-Resolution-Image-5_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electric-heavy-machine-cargo-crane-rtr-rc-construction-vehic,Electric Heavy Machine Cargo Crane RTR RC Construction Vehic,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>This is the new fun and exciting Electric Heavy Machine High Front Shovel RC Construction Vehicle. Build a little adventure of your own with a new Cargo Crane. Built for moving heavy cargo from one location to the other, full function remote control. The crane moves up and down, also turns 680 degrees around. Construction was never more fun than with this fun Heavy Machine construction line. This product is ready to run for immediate fun.</p>
<p><b>Features:</b></p>
<ul>
<li>Crane Can Raise and Lower Items</li>
<li>680 Degree Turning Capability</li>
<li>Cargo Crate</li>
</ul>
<p><b>Includes:</b></p>
<ul>
<li>Electric Heavy Machine Cargo Crane RTR RC Construction Vehicle</li>
<li>Cargo Crate</li>
</ul>
<p><b>Specifications:</b></p>
<ul>
<li>Height: 22 in.</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries <strong>(Not Included)</strong>
</li>
</ul>
<p><br></p>
                      </div></div>
            </div>",Hobbytron,Home > All > Electric Heavy Machine Cargo Crane RT...,,,True,,,,,,,ZX-6803A,0.01,shopify,10,deny,manual,33.2,60,True,True,,https://hobbytron.com/cdn/shop/products/ZX-6803-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,34.95,True,True,,,,,,,active,,,"{'id': 44044660965687, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-6803A', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Electric Heavy Machine Cargo Crane RTR RC Construction Vehic', 'public_title': None, 'options': ['Default Title'], 'price': 3495, 'weight': 1, 'compare_at_price': 6000, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
ty-q272,WL Toys Tracker Q272 2.4GHz 4CH RC Mini Drone,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Fly through the air with the WL Toys Tracker Q272 2.4GHz 4CH RTF RC Mini Drone! You are in control with 6 rotors giving you maximum stability to fly in any direction. 4 Channels give you the ability to move forward, backward, up, down, as well as rotate and lateral movement. The Built-In Adjustable 6-Axis gyro gives you amazing agility while remaining extremely stable. You'll feel right at home flying this drone, all you need is 2 AA batteries to get you going and extra blades are included along with the drone battery as well as the USB charging cable. Flying with the 2.4GHz transmitter keeps operation interference free unlike conventional 27MHz systems. What are you waiting for? Pick up this WL Toys Tracker Q272 2.4GHz 4CH RTF RC Mini Drone today and hit the skies in style!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>LED Lights</li>
<li>6 Axis Gyro</li>
<li>2.4GHz Transmitter</li>
<li>Headless Mode</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>WL Toys Tracker Q272 2.4GHz 4CH RTF RC Mini Drone</li>
<li>2.4GHz Transmitter</li>
<li>6 Spare Rotors</li>
<li>3.7V 130mAh Rechargeable Battery</li>
<li>USB Charging Cable</li>
<li>Manual</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 2.9 Inches</li>
<li>Width: 3.2 Inches</li>
<li>Height: 0.8 Inches</li>
<li>Weight: 0.04 Lbs</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 130mAh LiPo Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries&nbsp;<strong>(Not Included)</strong>
</li>
<li>Charger: USB Charging Cable <strong>(Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > WL Toys Tracker Q272 2.4GHz 4CH RC Mi...,,,True,,,,,,,TY-Q272,0,shopify,10,deny,manual,18.99,,True,True,,https://hobbytron.com/cdn/shop/products/TY-Q272_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.99,True,True,,,,,,,active,,,"{'id': 39683797975143, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'TY-Q272', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'WL Toys Tracker Q272 2.4GHz 4CH RC Mini Drone', 'public_title': None, 'options': ['Default Title'], 'price': 1999, 'weight': 0, 'compare_at_price': None, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
exotic-audi-tt-1-24-electric-rtr-rc-car,Exotic Audi TT 1:24 Electric RTR RC Car,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>If you're a fan of awesome cars then you need to do yourself a favor and get the Exotic TT Electric RTR RC Car. This fantastic RC is officially licensed and features an impressive amount of detail. The high gloss finish, rubber tires, working headlights and tail lights are only some of the things that really make this RC stand out. The full function radio control will let you steer the car in any direction, so you'll be zipping around corners in no time. If you're looking for an authentic and realistic RC then the Exotic TT Electric RTR RC Car is a must have. Get yours today and tear up the streets!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>Full Function Radio Control</li>
<li>Officially Licensed</li>
<li>Rubber Tires</li>
<li>Working Headlights And Tail Lights</li>
<li>High Gloss Finish</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Exotic TT 1:24 Electric RTR RC Car</li>
<li>Transmitter</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 7.5 Inches</li>
<li>Width: 3 Inches</li>
<li>Height: 2.25 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3 AA Alkaline Batteries (Not Included)</li>
<li>Transmitter: 2 AA Alkaline Batteries (Not Included)</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Exotic Audi TT 1:24 Electric RTR RC Car,,,True,,,,,,,XT-30700,0,shopify,0,deny,manual,12.3,25,True,True,,https://hobbytron.com/cdn/shop/products/fdfff1copfusy_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,12.95,True,True,,,,,,,active,,,"{'id': 39683791847527, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'XT-30700', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'Exotic Audi TT 1:24 Electric RTR RC Car', 'public_title': None, 'options': ['Default Title'], 'price': 1295, 'weight': 0, 'compare_at_price': 2500, 'inventory_management': 'shopify', 'barcode': '680058840713', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,Striker-X HD Picture and Video Remote Control Quadcopter Drone,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Take over the sky with the Trendtimes Striker-X 2.4GHz 4.5CH RC HD Camera Drone! This awesome RC camera drone&nbsp;lets you record videos and take pictures with its amazing HD 720p Camera at the push of a button. The Striker-X also has 4.5 channel controls meaning you can fly multi-directional and with internal gyro you'll always get a smooth flight. It also comes with a 2.4GHz transmitter, so radio interference won't be a problem. Enjoy recording high flying fun with the Trendtimes Striker-X 2.4GHz 4.5CH RC HD Camera Drone!</p>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/MC5Ftg6uYAo?rel=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen=""""></iframe>
<p>&nbsp;</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>HD 720p Camera</li>
<li>2.4GHz Transmitter</li>
<li>Removable Rotor Guards</li>
<li>4.5 Channel Built-In Gyro</li>
<li>3D Flight</li>
<li>Autopilot</li>
<li>Altitude Lock</li>
<li>Speed Controls</li>
<li>Flip Stunt Mode</li>
<li>Easy Mode</li>
<li>Hover Mode</li>
<li>Launch Toss</li>
<li>4 Main Rotors</li>
<li>Durable Light Weight Body</li>
<li>Ready To Fly</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes Striker-X 2.4GHz 4.5CH RC HD Camera Drone</li>
<li>2.4GHz Transmitter</li>
<li>USB Charging Cable</li>
<li>3.7V 500mAh LiPo Battery</li>
<li>4GB Micro SD Card</li>
<li>Micro SD Card Adapter</li>
<li>4 Spare Rotor Blades</li>
<li>Screwdriver</li>
<li>Manual</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 12 Inches</li>
<li>Width: 12 Inches</li>
<li>Height: 3.25 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Transmitter: 4 AA Batteries&nbsp;<strong>(Not Included)</strong>
</li>
<li>Camera: Requires Micro SD Card To Record <strong>(Included)</strong>
</li>
</ul>
<p><strong>Product Manual:</strong></p>
<ul>
<li><a href=""https://www.hobbytron.com/manuals/ZX-33042.pdf"" data-mce-href=""https://www.hobbytron.com/manuals/ZX-33042.pdf"">Download</a></li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Striker-X HD Picture and Video Remote...,,"camera drone, drone for spying, drone spy, drone view live, drone with camera, flying, helicopters with cameras that could",True,Battery,None,,,,,ZX-33042,10,shopify,10,deny,manual,66.45,130,True,True,,https://hobbytron.com/cdn/shop/files/nstrd_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,69.95,True,True,,,,,,,active,https://www.youtube.com/embed/MC5Ftg6uYAo?rel=0,,"{'id': 39494993739879, 'title': 'Default Title', 'option1': 'None', 'option2': None, 'option3': None, 'sku': 'ZX-33042', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Striker-X HD Picture and Video Remote Control Quadcopter Drone', 'public_title': None, 'options': ['Default Title'], 'price': 6995, 'weight': 1000, 'compare_at_price': 13000, 'inventory_management': 'shopify', 'barcode': '813023010426', 'requires_selling_plan': False, 'selling_plan_allocations': []}",AA Batteries 4pack,5.95
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/x1_53b74d35-ae31-440d-9233-7e7bd7bf5140_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/czdc_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/11_0d79a883-f90a-408f-a4ff-0dc1a7077c6d_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/strikerX_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
striker-x-hd-camera-drone-2-4ghz-4-5ch-hd-picture-video-camera-rc-quadcopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/BabyYm2_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AA Batteries 4pack,5.95
